Comment,Sentiment
2024 July,Neutral
mujhe to hacking ke liye code shikhna hai😊,Neutral
Anyone in 3:32AM,Neutral
Jai shree Ram Krishna Jai Sri ❤,Neutral
"How many IIT students having non computer branch 
👇🏻👇🏻👇🏻👇🏻👇🏻",Positive
Song for coder:https://youtu.be/gpM8NU7bI0k,Neutral
Anyone in 2024 August,Neutral
Anyone in 2025,Neutral
"my college will start in october. if i start from then for btech , will it be good enough ?",Positive
your video's background music bit high and iriritating,Positive
Anyone july 2024,Neutral
"I am a cse student in diploma how can I learn it from basic.....
..... please reply.🙏🏻🙏🏻",Neutral
Anyone in July 2024,Neutral
Agar koi bina pade likhe coding sekh na chahata hai to kaise sekhe ga,Neutral
Ma class 9th ka ho mam muja hacker bna ha,Neutral
July 2024😢,Neutral
who is here after class 12th,Neutral
Anyone in July 2024,Neutral
"Can I learn coding on phone,",Neutral
Arts se ho to,Neutral
Would you can speak Bangali.,Neutral
U r well come for this video 😊😊,Neutral
THANKS MAM,Positive
I am from commerce background. And working an  company. Should coding learning help me...or which type of coding i do ?,Neutral
Bruh 7M candidates wants to code😮😮😮😮compidition on peak,Positive
Can i do it in 9th,Neutral
someone 2024 august,Neutral
I want to learn bcz it looks cool and smart🙂,Positive
I'm doing BA 3rd sem...Can I get any placement if i had learnt coding or web development...Is tech degree important?,Positive
Wow 😮,Positive
I m housewives,Neutral
Anyone who see this video in july 2024,Neutral
Who is here after passing 12 ❤😊,Neutral
Anyone in 2024 july,Neutral
Anyone after Bsc??? 😂,Neutral
I'm time travelr 3032,Neutral
Hi didi mujhe cooding Sikhna hai lekin mai bio ka student hu is baar 12th me hu,Neutral
Anyonde 2024 July?,Neutral
kya aap bhi yaha par july 2024 me yaha par aye hai class 12th se,Neutral
Any one watching in july 2024 ❤,Neutral
Anyone in August 2024,Neutral
Mam C# Course please....,Neutral
I am hear after nursing job 😂,Neutral
Me,Neutral
Anyone in July 2024,Neutral
Anyone in 2024 July 😇,Neutral
didi ap onlien class lyti ya phr nh,Neutral
"If you want to learn coding.basically you can start html css. Aur phir jb confidence aane lg jaye phir slowly slowly java, python, c++ koi ek programming learn krna start kr de... Phir success apke hatho me aur sbse badi baat give up kabhi nahi kr na ❤❤ #coding30bytes",Negative
July me kon kon dekh rha h,Neutral
Anyone in July 2024,Neutral
I learn for tech like ardunio coding,Neutral
Can anyone tell me which branch can i chose ec or cs,Neutral
Durgesh naiii 20 rupees 😂😂,Neutral
Anyone in 2024 july !,Neutral
Here the class 8 students,Neutral
Anyone in 2024 july😅,Neutral
Can you send me your number,Neutral
I am class 8 stutent,Neutral
Dii ky me phone par coding seekh sakti hu ky,Neutral
I'm here after 12 th😂,Neutral
Mai bsc 1 year me hu but ab muhje coding me kuch jada he interest aa rha kya... is this useful for me?? Muhje ye sidhni chahiye?,Positive
Mam it lecture useful for  bsc cs,Positive
Aap achhi dikhti ho,Neutral
Thnku mam ❤❤,Neutral
I am class 12 th student 😅😅,Neutral
Can a med student learn,Neutral
Anyone in 2024 July,Neutral
Anyone 2024 july,Neutral
I am in College level so can I go for C++,Neutral
Can a non maths student do it???,Neutral
Anyone in 2024 July ❤,Neutral
Who is here in JULY 2024😂,Neutral
2024 July 😂❤❤,Neutral
Anyone after class 12 th,Neutral
Python,Neutral
Ya to advertise kr rhi ha apna chanell,Neutral
Anyone in 2025😅,Neutral
Anyone in July 2024 ?,Neutral
"HTML
JAVA 
PYTHON 
LINUX 
 
Didi bas mujhe itna hi pata hai 😢😢",Neutral
Which language is easy,Positive
anyone in 2024 july,Neutral
Bcom ke bad kar sakthe ya kya?,Negative
Anyone in 2024 july present here❤,Neutral
Developer  ki course,Neutral
Anyone in July 2024,Neutral
"I know nothing about coding 
And dont know basic concept about it 
What should I learn  firstly web 
How I can start",Positive
Me watching in  class 8th 😁😇,Neutral
Anyone in 2024 July,Neutral
Anyone in July 2k24,Neutral
Yea,Neutral
Anyone In 2024 june last,Neutral
background music???,Neutral
I am in class 10,Neutral
Yah,Neutral
I am here recently 12th😂,Neutral
✨Di you are the best...❤🧿💫🤌🏻,Neutral
Di abroad mei job karne ke liye kaunsa iption sahi rahega currently 12th pass alomg with one year drop,Neutral
Studying in 9th class,Neutral
Tx mam 😊,Neutral
I am in class 6th😊,Neutral
Mam MCA krna chtai hu but coding bilkul bhi nhi aati bhot Hard lgti hai kya krni chiya MCA,Negative
I've done by bcom this year and I wanna go into MCA now.....would it be possible to do so ???,Neutral
Mai 7th hu coding seekh saktahu kya,Neutral
Mai toh school meh mujhe bhi dekhna hai,Neutral
Who's taking college this year,Neutral
Class 9th or 10th student here to learn it 🎉,Neutral
I know class 11-12th python only 🐍😢,Neutral
Kia ham phone per ji coding kar sakta hain,Neutral
Who is here 9 class,Neutral
Anyone in 2024 July,Neutral
I m watching for my son who is in 4th class...he has soo much interest in coding.,Positive
"hello madam
canyou helpme with learn coding please laptop ma",Neutral
Anyone in class 9 they can learn software development  yes or no,Neutral
नमस्ते di,Neutral
Hacking ke liye language?,Neutral
Anyone in 2024 June 25,Neutral
Yes,Neutral
Anyone in june24,Neutral
1:45 if we have learn both languages what we can do?,Neutral
"1st video dekh ke hi subscribe kr diya😊
Very nice video",Positive
Yes lam😊,Neutral
good,Positive
Subscribe please,Neutral
I am literally at 8th class but I still want to learn coding,Neutral
Should we learn coding bcz AI is growing what is some one create AI to create code😅,Neutral
11th commerce wale hoker coding sikhne wale like hear❤,Neutral
Mam apka nambar doy apka sat bat karni ha 😢,Neutral
Aap bhut hi behtareen explain krti ho❤,Neutral
Andriod apps banani ha mam suru kaisa kara bilkul fresher please reply mam,Neutral
Perfect laptop for cs engeenering 1st year .....please suggest,Positive
Do we need laptop for learning coding?,Neutral
Anyone in June!,Neutral
"Dii,muje blockchain developer banna hai to me konsi language prefer kar sakti hu??",Neutral
Im 3rd class at in,Neutral
Didi til the time i am in 12th class can i start learn python,Neutral
I'm totally confused ki start kanha se jru😢,Negative
I am student of class 9th but I can studing  coding,Neutral
Kon kon Prashant bhaiyaa ka video dekhr aaya h 😂,Neutral
I am 14 year old😊😊,Neutral
Anyone here from IIT?,Neutral
iam 8 here,Neutral
Who is here in class 9th,Neutral
Mam i want to do freelancing... Which coding language i should prefer??,Neutral
Who is here in class 6 and want to master in it,Neutral
Iam class 9 and iam in work in Microsoft,Neutral
"Thank you so much mam❤
Mam ek doubt tha ke aisa jaruri hai kya ke C ke baad he C++ karna hai plz reply mam.",Positive
I am here after class 8th,Neutral
I am,Neutral
I am in forth,Neutral
"It's a very good video
I am only 14 years old and i am learning python and c#
😂😂
Thank you shradhha didi",Positive
Anyone in 2024 July 😅,Neutral
Yes I am,Neutral
"shardha  maam  like your good speech telling about how to code with c++,java",Positive
Thank you,Neutral
can someone suggest if we can learn coding as a biology student?,Neutral
Madamm i literally dk any coding please help me,Neutral
Anyone from VIT vellore,Neutral
I am here 9 class quite school 😅,Neutral
I am hare after 10th🤣🤣,Neutral
I'm going to do AIML engineering if someone is already doing the same engineering than please suggest me what to do for easier in academic year( my first sem will start from September),Positive
I am here to after 12th board's 😂,Neutral
"Di.i am BTech student 
My interest hacking 
But i can't understand how to start 😢",Neutral
Thanku didi for best explanation 🫡,Positive
bs cyber security ma admission lany ka liya konsi coding sikho,Neutral
Am i only 8th standard student 💗🌝,Neutral
I am here after 7th,Neutral
Thankyou mam iam bca first semester students ❤❤❤,Positive
Im in 9th and watching this,Neutral
I am here after 1st year of engineering 😅,Neutral
1:41 😮,Neutral
KON KON 2025 ME DEKH RHA HA ?,Neutral
I am in 6th class braa!!!!!,Neutral
Best chanal college wala ❤ok,Positive
I am in 2nd class,Neutral
Mam hacking ke liye ky krna padta hai,Neutral
Bruh... Am here at class 6th... 😐,Neutral
I am here in class 10th😅😅,Neutral
Will java is helpful for bscit student,Neutral
I am here after class 9th boards,Neutral
I am in 7 I want to learn,Neutral
I AM here in class 9th,Neutral
After 9😂,Neutral
I am at the age of 76  but i want to learn coding,Neutral
https://www.youtube.com/@sheam-lam,Neutral
https://www.youtube.com/@sheam-lam,Neutral
https://www.youtube.com/@sheam-lam,Neutral
I am in 9,Neutral
Motivation gets uuu started butt discipline keeps uuu moving❤❤,Neutral
#smarty022,Neutral
"Didi,Which language is for cyber hacking?
Please reply",Neutral
❤❤,Neutral
I am in 8,Neutral
Main,Positive
Agar hum college se na hokar 12th pass ke baad Online hi coding sikhe to kya aage jakar placement hogi??,Neutral
I am in class 9th ...Now i am gonna learn and do coding to be a coder ❤😊,Neutral
I want to learn programing and coding I have No idea what is coding and what is programing I am starting from zero,Neutral
I recently passed matric class,Neutral
https://youtu.be/OsL8mDIrf7w,Neutral
I am in class 9th :) but i have a  pc :),Positive
Kon kon 2024 me dekh raha he 😂😢,Neutral
"Hare Krishna didi😊
Thank you so much 🙏🏻",Positive
After 5,Neutral
Thanks mam,Positive
Anyone in 2024 june,Neutral
"Hey
I want to ask that can i learn coding even i don't know what is ms word , excel, html , computer course of 9 and 10 class. Can i",Neutral
❤❤,Neutral
😅😅😅 know about me,Neutral
Jja,Neutral
What is the mean of frontend and backend,Negative
My strimming is art's what should I do I'm totally confused from where should I begin my background is not computer science please help which language is good for me I'm really beginner i don't have knowledge about coding or anything please tell from where should I start 😢😢,Positive
Am here after class 8😅,Neutral
Ma'am Maine BA kiya hua h kya Mai coding seekh skti hu ? Job lag skti h ?,Neutral
I am in 7th,Neutral
I am here in 6 grade,Neutral
Who is here after watching video of Dear Sir?😅,Neutral
I'm here after my dad scolding 😢😢,Neutral
Ap itne sundor kise hai didi m to coding se jada apko dekhta hu😂,Neutral
What is benefit of this,Neutral
0:13 only shradha,Neutral
I am in summer holiday of 10 ❤,Neutral
I'm student of class 12th i want to utilise myy summer vaccation byy doing basic coding... Or learning the new skills,Positive
Hi,Neutral
I am here after 7th,Neutral
Didi software Engineer bnane easy ha ja difficult 😢,Negative
"I M HERE AFTER CLASS 8 
ITS HARD TO ME TO LEARN",Negative
class laga ka,Neutral
I am here after 9 class board,Neutral
Anyone for fun😂🎉❤ without PC,Neutral
I'm in class 9,Neutral
9th class,Neutral
mam apko kitne languages patha he,Neutral
Eat 5 star do nothing 😂😂,Neutral
i am here after engineering🤣,Neutral
I'm 🥲🙃in 9th,Neutral
Ho is here in 5 class 😂,Neutral
I'm here after class 8th boards😅,Neutral
"This is my kid ..
He upload first video..  About python coding.. 
Please support Him

https://youtu.be/8qZGCTZZ5zs?si=04vGgoTwkJLDx95s

Thank you❤",Positive
You don't teach python,Neutral
Anyone from Pakistan after 11boards?,Neutral
Me here after my bca 1st year,Neutral
I want to go abroad after 12th so what language I will choose,Neutral
Start karne keliye kya sikhe,Neutral
I'm class 8th student😊😊,Neutral
I'm class 8th student😊😊,Neutral
Watching at the age of 137,Neutral
after11,Neutral
Me watching in class 10th 😇,Neutral
I am here after scoring 100 out of 100 in computer science in 10 boards😂😂😂😂,Neutral
No one 😅,Neutral
U X gl,Neutral
Iam here after my 2nd class,Neutral
i was here just for fun but the video was actually good,Positive
Who is here before 10th board,Neutral
After cuet ♥️,Neutral
I'm housewife but I'm interested in coding,Positive
"I've  just finished my 10boards I've done researched about software development and best compines for software development i.e Microsoft. Microsoft is company which has best packages.
As im 10th passed student and I  want do software development Can do now from class 11",Positive
I am class 8😂,Neutral
Iam in 9 th classs😂😂,Neutral
Kya hum ai nhi bana sakte esse,Neutral
What is placement,Neutral
👀👍🏻,Neutral
Me bihar board se hu par mujhe english nehi aati hai padh lete hai par samjh nehi patae hai,Neutral
Who is in 9th class 😈,Neutral
Commerce se btech kr skte hai kyaa??,Neutral
Main b coding Sekhny aa gaya (10th Class),Positive
I am here after 12,Neutral
I'm class5,Neutral
I watching in 2024,Neutral
C++ in java programming language,Neutral
I am here after class 12th board 😅,Neutral
Discipline is the key <3,Positive
Can students with an arts background learn Java or Python?,Neutral
OK sis,Positive
I am in class 6 😅,Neutral
I am here at age of 14 in summer vacation😊😊😅,Neutral
coding is a very hard but very use full i m class 9th 🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔,Positive
B tech bala ha koi,Neutral
I learning in 6th class,Neutral
okie,Neutral
Me 10 class for me my gool is software engineer...... 😢 But abhi mujhe coding sikhna h. ..... Please me help 🙏 ..,Neutral
Mam please guide me what is best for me after 10th because i want to become an quadrillioner,Positive
I am student of class 9,Neutral
Anyone from 2024,Neutral
❤❤,Neutral
I am here when I am studying in class 7th,Neutral
King is a h is a good boy I am azeem khan so the are a good good good goodgoodgoodgoo good og good good good good good good coot foot koto  h. Azeem khan,Positive
Can I have your number,Neutral
Data science,Neutral
Programing karna hai,Neutral
I'm here after class 12th boards ✌🏻😂,Neutral
Who is see this video in 9th,Neutral
i am here after 9 standard,Neutral
I am here in 10th boards😂😂,Neutral
Coding sikhne ke liya kitni study chahie,Neutral
❤,Neutral
I am college student,Neutral
I am 3class and I want to CODE,Neutral
Didi meh CME diploma leya huu tho Kay meh ethical hacker manskathahuu,Positive
Mame Bangla bolo please az😢😢😢,Neutral
Hi,Neutral
Mam diploma cse ke uper video bnao,Neutral
I started my class 9th😂,Neutral
Mam Kia Mobile Se Coding Kia Ja Skta Hai,Neutral
I Am Come Here After 10 th,Neutral
"Can you please tell me which language is better for placement 
Python, C++ or Java...?",Positive
